feature_label,ipf_mean_expression,control_mean_expression,delta_ipf_vs_control
7958842,3.8144730252100842,3.7481663999999997,0.06630662521008457
7959249,5.176687647058824,5.186461999999999,-0.009774352941175124
7959482,2.873237142857142,2.6708693999999995,0.20236774285714265
7959772,5.50121016806723,5.720885199999999,-0.21967503193276894
7959848,6.1154441176470575,6.153262800000001,-0.03781868235294361
7959880,6.226663697478991,6.2907106,-0.06404690252100842
7960359,7.315336974789916,7.223303,0.09203397478991615
7960514,3.1210883193277295,3.3081895999999995,-0.18710128067227005
7961652,3.4266582352941186,3.4644829999999995,-0.03782476470588092
7961887,6.181462521008407,6.064986600000001,0.11647592100840587
7962246,3.4412976470588243,3.6237913999999996,-0.1824937529411752
7962479,3.4882262184873922,3.5470759999999997,-0.058849781512607446
7963052,4.484583445378149,4.5509506,-0.06636715462185094
7963137,7.430126974789914,7.304938999999999,0.12518797478991495
7963206,3.404141092436974,3.3615806000000004,0.042560492436973796
7963263,3.8768329411764713,3.805133400000001,0.07169954117647004
7963696,4.366072605042015,4.4466802,-0.08060759495798564
7964828,8.046921344537818,8.2138278,-0.16690645546218263
7964832,5.60128974789916,5.684147600000004,-0.08285785210084384
7965036,3.424867647058823,3.4933123999999998,-0.06844475294117691
7965110,4.994189411764703,5.449824400000001,-0.4556349882352979
7965152,3.956845462184875,3.8062587999999993,0.15058666218487593
7965429,3.8802219327731096,3.912329000000001,-0.032107067226891495
7965478,5.588236722689075,5.659153399999999,-0.07091667731092421
7965508,4.899611428571427,4.9099698,-0.010358371428572433
7965675,4.7067805882352935,4.7761788,-0.06939821176470673
7965840,4.030155546218486,4.0003922,0.029763346218485864
7965842,6.154183445378154,6.102413799999999,0.05176964537815465
7966068,5.071257899159663,5.0615162,0.009741699159663497
7966425,4.811447731092436,4.697249000000001,0.11419873109243461
7966666,5.947348067226886,5.991255799999998,-0.04390773277311144
7966876,3.834857310924369,3.9435915999999986,-0.10873428907562976
7967025,5.742810420168068,5.807167999999999,-0.06435757983193113
7967067,4.827788739495797,4.6594948,0.16829393949579696
7967452,3.985526890756304,4.1319924000000015,-0.1464655092436975
7967622,3.4222460504201666,3.551953400000001,-0.1297073495798342
7967636,5.9354796638655465,6.066247800000001,-0.1307681361344546
7967658,3.06038899159664,3.194255,-0.13386600840336005
7967702,3.7086992436974775,3.8847798,-0.1760805563025225
7967898,4.718832100840334,4.908487799999998,-0.18965569915966363
7969048,7.221573781512602,7.0478434,0.17373038151260278
7969058,4.871301008403363,4.859855999999999,0.011445008403364376
7969372,5.11855294117647,5.0825804,0.035972541176469974
7969879,3.395399327731092,3.2235135999999986,0.17188572773109323
7970082,4.634589579831932,5.018898,-0.3843084201680682
7970392,7.92900546218487,8.574844200000003,-0.6458387378151329
7970565,6.683110000000002,6.620990600000002,0.06211940000000027
7970842,9.488953193277306,9.382580999999997,0.10637219327730918
7970973,5.955479915966388,5.688175399999999,0.26730451596638893
7971013,3.864018487394958,3.9708252000000006,-0.10680671260504271
7971161,3.3631284873949583,3.2152986000000006,0.14782988739495773
7971862,4.3607692436974785,4.351723600000001,0.009045643697477956
7971998,5.85658369747899,6.117073800000001,-0.2604901025210111
7972561,3.0588662184873963,3.1354938,-0.07662758151260363
7972803,3.2133286554621856,3.605423600000001,-0.39209494453781524
7972977,3.6505889075630247,3.653692199999999,-0.003103292436974492
7973082,2.4387991596638643,2.4175167999999996,0.021282359663864714
7973865,4.7672153781512625,4.695656000000002,0.07155937815126023
7973867,7.4622182352941175,7.5773915999999994,-0.11517336470588191
7973869,2.862992941176471,2.8882698000000007,-0.02527685882352948
7973968,3.64230075630252,3.731766599999999,-0.08946584369747912
7974255,6.479392184873949,6.466613999999998,0.01277818487395077
7974314,4.281279915966386,4.209254400000001,0.07202551596638518
7974471,4.405529159663866,4.308133000000001,0.09739615966386506
7974479,5.834666554621848,5.820645,0.014021554621848509
7975457,6.962845798319332,7.082626600000001,-0.11978080168066896
7975626,4.373695042016807,4.7191104,-0.34541535798319334
7976146,2.401225378151263,2.2237454000000003,0.1774799781512626
7976158,7.0248104201680635,6.976635199999999,0.04817522016806475
7976552,2.9137742016806722,2.8589734000000004,0.05480080168067181
7977016,3.3992856302521,3.6437010000000005,-0.24441536974790035
7977103,6.448388067226891,6.582883799999999,-0.13449573277310822
7977435,4.382051008403361,4.317197999999999,0.06485300840336183
7977438,4.196445462184872,4.2002206,-0.003775137815127394
7978662,3.883401428571429,3.7885334000000004,0.09486802857142873
7979031,3.7400824369747907,3.5588658000000004,0.1812166369747903
7979741,4.22601949579832,4.348866199999998,-0.12284670420167831
7979862,5.992981176470586,5.885048800000001,0.10793237647058529
7980113,3.8495539495798314,3.9164301999999993,-0.06687625042016787
7980477,4.133277058823532,4.1947696,-0.06149254117646752
7980700,9.519902857142858,9.377144800000002,0.1427580571428564
7980906,4.3993722689075625,4.6968852,-0.29751293109243715
7981011,3.930048907563024,4.0948732,-0.16482429243697627
7981215,4.20316605042017,4.02468,0.17848605042016974
7981714,4.8363128571428575,5.006670799999999,-0.1703579428571418
7981872,6.439722100840334,6.575265800000002,-0.13554369915966813
7981909,5.514670168067227,5.5644355999999995,-0.04976543193277205
7982100,3.1705882352941166,3.0619966,0.10859163529411653
7982152,5.365693697478992,5.439842799999999,-0.07414910252100704
7982228,7.101720084033611,7.121803600000002,-0.02008351596639013
7982248,4.92678857142857,5.189959599999998,-0.2631710285714277
7982250,7.101720084033611,7.121803600000002,-0.02008351596639013
7982254,3.6209245378151254,3.5604408000000003,0.06048373781512506
7982267,6.548815630252099,6.592411600000002,-0.04359596974790314
7982269,5.360336134453782,5.5714798,-0.211143665546218
7982282,7.056620336134452,7.063915,-0.007294663865547335
7982290,5.29961638655462,5.135654800000002,0.1639615865546178
7982307,7.056620336134452,7.063915,-0.007294663865547335
7982356,6.769343865546216,6.790394000000001,-0.021050134453784786
7982514,4.091458739495798,4.144365400000001,-0.05290666050420256
7982527,3.336141344537816,3.417678200000001,-0.08153685546218492
7982529,5.5334336134453785,5.731656399999999,-0.1982227865546209
7983661,2.382277478991598,2.3458520000000003,0.03642547899159787
7983761,5.034073361344538,4.953830600000001,0.0802427613445369
7983771,3.5118478151260506,3.4936385999999993,0.018209215126051337
7983922,2.4825443697478984,2.8531484000000003,-0.37060403025210187
7983951,8.439980924369749,8.254643799999998,0.18533712436975058
7983987,4.785284789915965,4.766758200000001,0.018526589915964564
7984008,3.927388739495799,3.8723539999999996,0.05503473949579929
7984213,4.551235546218488,4.489419399999999,0.06181614621848919
7984660,8.415944789915967,8.307841399999997,0.10810338991596957
7984985,3.8159761344537824,3.845329200000001,-0.029353065546218637
7985023,4.55828588235294,4.672039399999999,-0.11375351764705943
7985034,5.16280470588235,5.202890400000002,-0.04008569411765173
7985221,5.985500924369751,5.975069600000001,0.010431324369749362
7985266,5.131473529411763,5.1928722,-0.061398670588237
7986001,6.00742823529412,5.976509999999998,0.030918235294121743
7986327,3.488416554621849,3.3848967999999995,0.10351975462184937
7986442,4.617169663865548,4.463165600000001,0.1540040638655471
7986565,4.430352857142858,4.553958400000001,-0.12360554285714276
7986601,6.293104957983194,6.555042599999999,-0.2619376420168056
7986661,5.365693697478992,5.439842799999999,-0.07414910252100704
7986739,6.293104957983194,6.555042599999999,-0.2619376420168056
7986943,5.365693697478992,5.439842799999999,-0.07414910252100704
7986945,7.449396890756301,7.465488399999998,-0.01609150924369729
7987025,5.360336134453782,5.5714798,-0.211143665546218
7987046,6.769343865546216,6.790394000000001,-0.021050134453784786
7987110,3.6209245378151254,3.5604408000000003,0.06048373781512506
7987112,7.101720084033611,7.121803600000002,-0.02008351596639013
7987135,2.5507746218487406,2.6235348000000003,-0.07276017815125968
7987137,6.769343865546216,6.790394000000001,-0.021050134453784786
7987403,2.990376218487395,3.0256628,-0.035286581512604887
7987470,2.322150672268907,2.3189941999999992,0.003156472268907695
7987572,9.86341823529412,9.882420400000003,-0.019002164705883118
7988342,3.538882857142859,3.6629035999999986,-0.1240207428571396
7989157,3.00375025210084,2.621254000000001,0.38249625210083904
7989193,4.899291596638656,4.661235199999999,0.2380563966386564
7989195,5.048215546218485,5.180661199999999,-0.13244565378151485
7989218,4.070079663865546,4.223690999999999,-0.15361133613445244
7989243,3.3458572268907556,3.338785799999999,0.007071426890756793
7989883,4.479757563025211,4.390238,0.08951956302521058
7990090,8.561466974789917,8.441643199999998,0.11982377478991957
7990564,4.417777647058823,4.2496078,0.16816984705882287
7990654,3.9251086554621857,3.8903219999999994,0.03478665546218629
7990827,3.4385484873949577,3.5278057999999994,-0.08925731260504177
7991104,7.1796021008403335,7.2084850000000005,-0.02888289915966702
7991169,7.1796021008403335,7.2084850000000005,-0.02888289915966702
7991214,4.961206806722691,4.8543044,0.10690240672269091
7991451,3.8830378991596652,3.9145157999999993,-0.03147790084033408
7992756,2.668859747899162,2.5986932,0.07016654789916199
7992841,3.5160261344537815,3.562826599999998,-0.04680046554621642
7992861,2.734904033613445,2.643829600000001,0.09107443361344414
7992891,2.8622454621848745,2.897496999999999,-0.03525153781512458
7992893,4.022156806722689,4.012842200000001,0.0093146067226888
7992996,3.6900341176470595,3.8901362000000006,-0.20010208235294114
7993017,4.762510000000001,4.7713806000000005,-0.00887059999999984
7993265,5.363512857142857,5.415651599999999,-0.052138742857141374
7993369,3.5579986554621845,3.6930240000000008,-0.13502534453781623
7993451,4.283114705882354,4.403124,-0.12000929411764627
7993586,4.283114705882354,4.403124,-0.12000929411764627
7993798,3.036916806722688,2.7119998000000005,0.3249170067226874
7994570,4.395716134453782,4.546101999999998,-0.15038586554621602
7995030,4.0311842857142866,4.117968999999999,-0.0867847142857121
7995320,8.895772100840333,8.849634000000002,0.046138100840330765
7995324,6.56723226890756,6.466349599999998,0.1008826689075617
7995326,5.582239495798318,5.551745800000001,0.03049369579831751
7995336,7.328501596638655,7.323223000000002,0.005278596638652822
