drugbank_id,drug_name,pseudo_label_score,pseudo_label_rank,target_overlap_count,target_overlap_weight,has_lincs_match,is_approved
DB11327,Dipyrithione,0.22026028027924605,321,1,3.9439285358482863,0,1
DB13501,Bendazac,0.22026028027924605,322,1,3.9439285358482863,0,1
DB13167,Alclofenac,0.22026028027924605,323,1,3.9439285358482863,0,1
DB00853,Temozolomide,0.22025699168556312,324,0,0.0,1,1
DB15133,Tepotinib,0.21991228549211467,325,1,3.8761867991902865,0,1
DB11791,Capmatinib,0.21991228549211467,326,1,3.8761867991902865,0,1
DB00693,Fluorescein,0.2197927266637021,327,1,3.8529131095576705,0,1
DB00631,Clofarabine,0.21971219023368815,328,1,3.278112662575041,1,1
DB08881,Vemurafenib,0.21874527588813303,329,0,0.0,1,1
DB00133,Serine,0.2185392523626697,330,1,3.6089079429629014,0,1
DB11590,Thimerosal,0.21832324699890748,331,1,3.4491495732830604,1,1
DB04540,Cholesterol,0.2183050152487725,332,1,3.5633106252100823,0,1
DB03147,Flavin adenine dinucleotide,0.21809152464567916,333,1,3.5217518871240285,0,1
DB00890,Dienestrol,0.217989417989418,334,0,0.0,1,1
DB06777,Chenodeoxycholic acid,0.2179099021201223,335,1,2.780136083887926,1,1
DB01156,Bupropion,0.21756141040307075,336,1,2.006037010084034,1,1
DB00444,Teniposide,0.21753590325018896,337,0,0.0,1,1
DB00476,Duloxetine,0.21741023882332772,338,1,2.006037010084034,1,1
DB01005,Hydroxyurea,0.21683993021857095,339,1,3.278112662575041,0,1
DB00215,Citalopram,0.21680555250435568,340,1,2.006037010084034,1,1
DB02255,Ilomastat,0.2166839344112182,341,5,31.770374775446726,1,0
DB00412,Rosiglitazone,0.2166288737717309,342,0,0.0,1,1
DB00313,Valproic acid,0.2161753590325019,343,0,0.0,1,1
DB09241,Methylene blue,0.2161753590325019,344,0,0.0,1,1
DB00839,Tolazamide,0.2161753590325019,345,0,0.0,1,1
DB00472,Fluoxetine,0.21604969460564066,346,1,2.006037010084034,1,1
DB00285,Venlafaxine,0.21604969460564066,347,1,2.006037010084034,1,1
DB11828,Neratinib,0.21602418745275886,348,0,0.0,1,1
DB01114,Chlorpheniramine,0.21589852302589763,349,1,2.006037010084034,1,1
DB00643,Mebendazole,0.21587301587301588,350,0,0.0,1,1
DB13133,Von Willebrand factor human,0.21549088206727662,351,1,12.74865673440815,0,1
DB12872,Vonicog alfa,0.21549088206727662,352,1,12.74865673440815,0,1
DB01104,Sertraline,0.21544500828666863,353,1,2.006037010084034,1,1
DB01118,Amiodarone,0.21541950113378683,354,0,0.0,1,1
DB00564,Carbamazepine,0.21541950113378683,355,0,0.0,1,1
DB01041,Thalidomide,0.21541950113378683,356,0,0.0,1,1
DB00200,Hydroxocobalamin,0.21541895208617967,357,1,3.001500684462618,0,1
DB01242,Clomipramine,0.2152938367069256,358,1,2.006037010084034,1,1
DB00468,Quinine,0.21505453721462325,359,1,1.4003312566018065,1,1
